0, 0, 0, -0.000771513, 0.0013588, 0.000448439, -0.0154303, 0.0271759, 0.00896878
-7.71513e-05, 0.00013588, 4.48439e-05, -0.00231454, 0.00407639, 0.00134532, -0.0291644, 0.0240622, 0.0329146
-0.000308605, 0.000543519, 0.000179376, -0.00513658, 0.0049904, 0.00216094, -0.0272765, -0.00578197, -0.0166022
-0.00104844, 0.00080539, 0.000231417, -0.0146496, -0.00270285, -0.00442086, -0.0951298, -0.0769325, -0.065818
-0.00343965, -0.000196499, -0.0010247, -0.0380563, -0.0213702, -0.0232132, -0.187755, -0.150093, -0.147221
-0.00690725, -0.00353104, -0.00656136, -0.0534515, -0.0483547, -0.0700887, -0.170853, -0.209969, -0.307989
-0.0150846, -0.0146827, -0.0200833, -0.0917783, -0.116723, -0.149736, -0.255819, -0.399455, -0.503381
-0.0329829, -0.0404243, -0.0460966, -0.169683, -0.241084, -0.266312, -0.430228, -0.680841, -0.724174
-0.074148, -0.0911933, -0.102711, -0.33369, -0.442471, -0.488644, -0.775897, -1.06171, -1.1525
-0.127161, -0.189321, -0.19979, -0.49547, -0.77956, -0.810528, -0.986374, -1.639, -1.66909
-0.194949, -0.356708, -0.355132, -0.66251, -1.27883, -1.25602, -1.13838, -2.38426, -2.28816
-0.291268, -0.614459, -0.577062, -0.876573, -1.95015, -1.80593, -1.33883, -3.25005, -2.93035
-0.447329, -0.99144, -0.891717, -1.21567, -2.82105, -2.50115, -1.71194, -4.24259, -3.6616
-0.724211, -1.53971, -1.3594, -1.81045, -3.97122, -3.46068, -2.41792, -5.45244, -4.65055
-1.1033, -2.3039, -1.89265, -2.54734, -5.43414, -4.3937, -3.17962, -6.86425, -5.37049
-1.54106, -3.29487, -2.41729, -3.28768, -7.15338, -5.12751, -3.78301, -8.33971, -5.65158
-1.89294, -4.4343, -2.93314, -3.7155, -8.89613, -5.69931, -3.84903, -9.55141, -5.66044
-2.12902, -5.53095, -3.52382, -3.82947, -10.2653, -6.30685, -3.51036, -10.069, -5.71231
-2.4436, -6.57402, -4.19026, -4.05233, -11.3032, -6.94512, -3.35957, -10.1055, -5.79118
-2.86374, -7.68777, -4.89409, -4.41458, -12.2845, -7.54069, -3.38879, -10.073, -5.80946
-3.31759, -8.94255, -5.63009, -4.77411, -13.3357, -8.09152, -3.41053, -10.1192, -5.77776
-3.7825, -10.3025, -6.42658, -5.09542, -14.3893, -8.6493, -3.39078, -10.1608, -5.75777
-4.27577, -11.7421, -7.29028, -5.41011, -15.4063, -9.22323, -3.36755, -10.1617, -5.756
-4.81602, -13.2788, -8.21353, -5.74577, -16.417, -9.80015, -3.36656, -10.1567, -5.75721
-5.39378, -14.922, -9.19124, -6.08677, -17.4347, -10.3727, -3.37033, -10.1585, -5.75448
-5.99945, -16.6734, -10.2246, -6.41988, -18.4608, -10.9431, -3.36706, -10.1671, -5.75023
-6.63494, -18.5236, -11.319, -6.74846, -19.4826, -11.5182, -3.36057, -10.1711, -5.75033
-7.30778, -20.4706, -12.4721, -7.08211, -20.4983, -12.0948, -3.35872, -10.17, -5.75151
-8.01698, -22.5201, -13.6813, -7.41912, -21.515, -12.6696, -3.35956, -10.1698, -5.75125
-8.75843, -24.6728, -14.9473, -7.75457, -22.5333, -13.2436, -3.3592, -10.1707, -5.75048
-9.53298, -26.9266, -16.271, -8.08951, -23.5508, -13.8181, -3.35852, -10.171, -5.75004
-10.3413, -29.2818, -17.6525, -8.42475, -24.568, -14.3927, -3.35811, -10.1711, -5.74981
-11.1837, -31.7384, -19.0918, -8.76047, -25.5849, -14.9677, -3.35805, -10.171, -5.74979
-12.06, -34.2968, -20.5883, -9.09646, -26.6019, -15.5424, -3.35817, -10.1709, -5.74964
-12.9697, -36.9572, -22.1421, -9.43234, -27.6192, -16.1169, -3.35821, -10.171, -5.74938
-13.9128, -39.7193, -23.7535, -9.76805, -28.6365, -16.6917, -3.35814, -10.1711, -5.74925
-14.8895, -42.5829, -25.4227, -10.1038, -29.6536, -17.2666, -3.35809, -10.1711, -5.74925
-15.8999, -45.5482, -27.1493, -10.4396, -30.6707, -17.8415, -3.35811, -10.1711, -5.74924
-16.9439, -48.6153, -28.9334, -10.7755, -31.6878, -18.4164, -3.35813, -10.1711, -5.74921
-18.0215, -51.7841, -30.775, -11.1113, -32.7049, -18.9913, -3.35813, -10.1711, -5.74919
-19.1326, -55.0546, -32.6741, -11.4471, -33.7221, -19.5662, -3.35812, -10.1711, -5.74919
-20.2773, -58.4268, -34.6307, -11.7829, -34.7392, -20.1411, -3.35812, -10.1711, -5.74919
-21.4556, -61.9008, -36.6448, -12.1187, -35.7563, -20.716, -3.35813, -10.1711, -5.74919
-22.6674, -65.4764, -38.7164, -12.4545, -36.7734, -21.2909, -3.35813, -10.1711, -5.74919
-23.9129, -69.1537, -40.8455, -12.7903, -37.7905, -21.8658, -3.35813, -10.1711, -5.74919
-25.1919, -72.9328, -43.0321, -13.1261, -38.8076, -22.4408, -3.35813, -10.1711, -5.74919
-26.5045, -76.8136, -45.2762, -13.462, -39.8247, -23.0157, -3.35813, -10.1711, -5.74919
-27.8507, -80.796, -47.5778, -13.7978, -40.8419, -23.5906, -3.35813, -10.1711, -5.74919
-29.2305, -84.8802, -49.9368, -14.1336, -41.859, -24.1655, -3.35813, -10.1711, -5.74919
-30.6439, -89.0661, -52.3534, -14.4694, -42.8761, -24.7404, -3.35813, -10.1711, -5.74919
-32.0908, -93.3537, -54.8274, -14.8052, -43.8932, -25.3153, -3.35813, -10.1711, -5.74919
-33.5713, -97.743, -57.3589, -15.141, -44.9103, -25.8903, -3.35813, -10.1711, -5.74919
-35.0854, -102.234, -59.948, -15.4768, -45.9274, -26.4652, -3.35813, -10.1711, -5.74919
-36.6331, -106.827, -62.5945, -15.8127, -46.9445, -27.0401, -3.35813, -10.1711, -5.74919
-38.2144, -111.521, -65.2985, -16.1485, -47.9616, -27.615, -3.35813, -10.1711, -5.74919
-39.8292, -116.317, -68.06, -16.4843, -48.9788, -28.1899, -3.35813, -10.1711, -5.74919
-41.4777, -121.215, -70.879, -16.8201, -49.9959, -28.7649, -3.35813, -10.1711, -5.74919
-43.1597, -126.215, -73.7555, -17.1559, -51.013, -29.3398, -3.35813, -10.1711, -5.74919
-44.8753, -131.316, -76.6895, -17.4917, -52.0301, -29.9147, -3.35813, -10.1711, -5.74919
-46.6244, -136.519, -79.6809, -17.8275, -53.0472, -30.4896, -3.35813, -10.1711, -5.74919
-48.4072, -141.824, -82.7299, -18.1633, -54.0643, -31.0645, -3.35813, -10.1711, -5.74919
-50.2235, -147.23, -85.8363, -18.4992, -55.0814, -31.6395, -3.35813, -10.1711, -5.74919
