Longitude,Latitude,Speed,Distance,Time,Acc X,Acc Y,Acc Z,Heading,gyro_x,gyro_y,gyro_z
-5.980687316641395,37.38763445024006,0.4483135,3.5376344,21-58-25,0.27915478,0.20570135,0.067785025,61.0,-0.4288274,-0.4728097,-0.032986723
-5.980687316641395,37.38763445024006,0.4483135,3.5376344,21-58-25,0.08612728,0.3302602,0.08568096,64.0,-0.4288274,-0.4728097,-0.032986723
-5.980687316641395,37.38763445024006,0.4483135,3.5376344,21-58-25,-0.34102535,0.42490175,-0.32624707,66.0,-0.49846604,-0.55833083,0.002443461
-5.980687316641395,37.38763445024006,0.4483135,3.5376344,21-58-25,-0.47357368,0.64550406,-0.45330012,68.0,-0.49846604,-0.55833083,0.002443461
-5.980687316641395,37.38763445024006,0.4483135,3.5376344,21-58-25,-0.16865063,0.6432142,-0.12796968,68.0,-0.32498032,-0.37018433,0.02443461
-5.980687316641395,37.38763445024006,0.4483135,3.5376344,21-58-25,0.1898098,0.5760917,0.08471125,69.0,-0.1966986,-0.53023106,0.12339478
-5.980687316641395,37.38763445024006,0.4483135,3.5376344,21-58-25,0.37744617,0.29311532,-0.17634559,70.0,-0.1966986,-0.53023106,0.12339478
-5.980687316641395,37.38763445024006,0.4483135,3.5376344,21-58-25,0.049785614,0.35579067,-0.08488798,71.0,-0.10140363,-0.4813618,0.013439035
-5.980687316641395,37.38763445024006,0.4483135,3.5376344,21-58-25,-0.1725893,0.34958318,-0.19313431,72.0,-0.10140363,-0.4813618,0.013439035
-5.980691808242465,37.38764330212716,0.7185471,4.573269,21-58-26,-0.6326828,0.1503586,-0.32483935,71.0,0.15027285,-0.40439278,0.0012217305
-5.980691808242465,37.38764330212716,0.7185471,4.573269,21-58-26,-0.74688816,0.10747653,-0.1367383,70.0,0.15027285,-0.40439278,0.0012217305
-5.980691808242465,37.38764330212716,0.7185471,4.573269,21-58-26,-0.5818777,0.1904137,-0.41796947,70.0,0.10140363,-0.24190263,-0.036651913
-5.980691808242465,37.38764330212716,0.7185471,4.573269,21-58-26,-0.6380911,-0.079648346,-0.26045322,70.0,0.02321288,0.014660766,0.058643065
-5.980691808242465,37.38764330212716,0.7185471,4.573269,21-58-26,-0.6792908,-0.3026913,-0.1428442,70.0,0.02321288,0.014660766,0.058643065
-5.980691808242465,37.38764330212716,0.7185471,4.573269,21-58-26,-0.94016266,-0.49348658,-0.07612753,69.0,-0.10262536,0.2724459,0.012217305
-5.980691808242465,37.38764330212716,0.7185471,4.573269,21-58-26,-1.0014429,-0.49149,0.0017631054,71.0,-0.10262536,0.2724459,0.012217305
-5.980691808242465,37.38764330212716,0.7185471,4.573269,21-58-26,-0.55712986,-0.5212272,0.4611516,75.0,-0.63041294,0.6792821,0.07941248
-5.980691808242465,37.38764330212716,0.7185471,4.573269,21-58-26,-0.23335648,-0.26465744,0.09586239,78.0,-0.63041294,0.6792821,0.07941248
-5.980691808242465,37.38764330212716,0.7185471,4.573269,21-58-26,0.30181503,-0.364645,0.48454118,83.0,-0.6927212,0.6169739,0.03176499
-5.980686012250938,37.38765183310069,0.9060993,5.1776047,21-58-27,0.32724857,-0.25624654,0.34321517,88.0,-0.6927212,0.6169739,0.03176499
-5.980686012250938,37.38765183310069,0.9060993,5.1776047,21-58-27,0.7277508,-0.12371753,0.78576267,95.0,-0.9578367,0.46914452,-0.10995574
-5.980686012250938,37.38765183310069,0.9060993,5.1776047,21-58-27,0.07552242,0.007999763,0.7139536,102.0,-0.9578367,0.46914452,-0.10995574
-5.980686012250938,37.38765183310069,0.9060993,5.1776047,21-58-27,-0.13514996,0.58539224,0.3251267,109.0,-1.1899655,0.21991149,-0.07452556
-5.980686012250938,37.38765183310069,0.9060993,5.1776047,21-58-27,0.18134594,0.42273837,0.67274535,116.0,-1.2180653,0.25045475,-0.042760566
-5.980686012250938,37.38765183310069,0.9060993,5.1776047,21-58-27,-0.2784214,0.789214,0.8212044,122.0,-1.2180653,0.25045475,-0.042760566
-5.980686012250938,37.38765183310069,0.9060993,5.1776047,21-58-27,-0.39342117,0.9602994,0.8050043,127.0,-0.84299403,0.26511553,-0.112399206
-5.980686012250938,37.38765183310069,0.9060993,5.1776047,21-58-27,-0.4340334,0.9362576,0.5107683,133.0,-0.84299403,0.26511553,-0.112399206
-5.980686012250938,37.38765183310069,0.9060993,5.1776047,21-58-27,-0.5575485,0.4596104,0.32965302,137.0,-0.58032197,0.2932153,-0.12339478
-5.980686012250938,37.38765183310069,0.9060993,5.1776047,21-58-27,-0.5405693,0.0711844,-0.5473063,141.0,-0.58032197,0.2932153,-0.12339478
-5.980696515210565,37.387662501057925,1.234713,6.638787,21-58-28,-0.3426733,-0.918488,-0.095635295,146.0,-0.64996064,0.41172317,0.002443461
-5.980696515210565,37.387662501057925,1.234713,6.638787,21-58-28,0.2621336,-0.868178,-0.068879366,149.0,-0.64996064,0.41172317,0.002443461
-5.980696515210565,37.387662501057925,1.234713,6.638787,21-58-28,0.14586544,-0.34232116,-0.31639194,153.0,-0.5009095,0.42760566,0.004886922
-5.980696515210565,37.387662501057925,1.234713,6.638787,21-58-28,0.39234734,-0.045561947,-0.17329502,156.0,-0.4007276,0.39706242,-0.15027285
-5.980696515210565,37.387662501057925,1.234713,6.638787,21-58-28,0.12712193,0.047608435,-0.09565425,158.0,-0.4007276,0.39706242,-0.15027285
-5.980696515210565,37.387662501057925,1.234713,6.638787,21-58-28,0.6145849,0.16589391,-0.102639675,159.0,-0.105068825,0.20891592,-0.059864793
-5.980696515210565,37.387662501057925,1.234713,6.638787,21-58-28,0.7436981,0.47330534,0.21994424,159.0,-0.105068825,0.20891592,-0.059864793
-5.980696515210565,37.387662501057925,1.234713,6.638787,21-58-28,0.032521248,0.7869011,0.092451096,157.0,0.37873647,-0.3494149,0.111177474
-5.980696515210565,37.387662501057925,1.234713,6.638787,21-58-28,-0.5672846,0.78521025,-0.0067338943,153.0,0.37873647,-0.3494149,0.111177474
-5.980696515210565,37.387662501057925,1.234713,6.638787,21-58-28,-0.6254654,0.40174678,0.14071608,148.0,1.0177015,-0.23090707,0.27977628
-5.980708685415092,37.387671176219634,1.0698417,7.994213,21-58-29,-0.2710266,-0.4763548,0.34587193,141.0,1.1447614,-0.02687807,0.33964106
-5.980708685415092,37.387671176219634,1.0698417,7.994213,21-58-29,-0.10555744,-0.6918273,0.3772967,135.0,1.1447614,-0.02687807,0.33964106
-5.980708685415092,37.387671176219634,1.0698417,7.994213,21-58-29,-0.5117016,-0.8159858,0.124506,129.0,1.0360274,0.0012217305,0.33964106
-5.980708685415092,37.387671176219634,1.0698417,7.994213,21-58-29,-0.8082104,-0.8700657,0.03750491,125.0,1.0360274,0.0012217305,0.33964106
-5.980708685415092,37.387671176219634,1.0698417,7.994213,21-58-29,-0.66612244,-0.76341075,0.14631724,121.0,0.6450737,0.20891592,0.2321288
-5.980708685415092,37.387671176219634,1.0698417,7.994213,21-58-29,-0.68764496,0.18206578,-0.27099276,118.0,0.6450737,0.20891592,0.2321288
-5.980708685415092,37.387671176219634,1.0698417,7.994213,21-58-29,-0.74999523,0.28682518,-0.7166681,115.0,0.58276546,0.4288274,0.20647246
-5.980708685415092,37.387671176219634,1.0698417,7.994213,21-58-29,0.07689285,0.13782734,-0.5133395,113.0,0.58276546,0.4288274,0.20647246
-5.980708685415092,37.387671176219634,1.0698417,7.994213,21-58-29,-0.146698,0.17015557,-0.14361477,110.0,0.6267477,0.5143485,0.26633725
-5.980708685415092,37.387671176219634,1.0698417,7.994213,21-58-29,-0.18746376,-0.08163448,0.2762456,105.0,0.6450737,0.2443461,0.3042109
-5.980720349476091,37.38767825153634,1.0905423,9.202934,21-58-30,-0.009275436,-0.042389013,0.9809451,102.0,0.6450737,0.2443461,0.3042109
-5.980720349476091,37.38767825153634,1.0905423,9.202934,21-58-30,0.60389614,0.1040678,1.1895051,98.0,0.61086524,0.21135938,0.40683624
-5.980720349476091,37.38767825153634,1.0905423,9.202934,21-58-30,0.7359381,-0.028705977,0.8268652,94.0,0.61086524,0.21135938,0.40683624
-5.980720349476091,37.38767825153634,1.0905423,9.202934,21-58-30,-0.7124014,-0.11456394,-0.36749268,89.0,0.7440339,-0.073303826,0.42394048
-5.980720349476091,37.38767825153634,1.0905423,9.202934,21-58-30,-0.33581018,-0.15997171,0.25030804,85.0,0.7440339,-0.073303826,0.42394048
-5.980720349476091,37.38767825153634,1.0905423,9.202934,21-58-30,0.3010559,0.0017939657,0.1645441,82.0,0.6243043,0.29077184,0.4007276
-5.980720349476091,37.38767825153634,1.0905423,9.202934,21-58-30,-0.0033307076,-0.41973156,0.25207138,79.0,0.6243043,0.29077184,0.4007276
-5.980720349476091,37.38767825153634,1.0905423,9.202934,21-58-30,-0.026244164,-0.6891004,0.34914494,76.0,0.5522222,0.23090707,0.32253686
-5.980720349476091,37.38767825153634,1.0905423,9.202934,21-58-30,0.4912429,-0.9791449,0.2815976,74.0,0.02565634,-0.10262536,0.16249016
-5.980720349476091,37.38767825153634,1.0905423,9.202934,21-58-30,-0.27488232,-0.67522615,-0.16180372,73.0,0.02565634,-0.10262536,0.16249016
-5.980732486237448,37.38768918891397,1.1065937,10.808877,21-58-31,-0.072135925,-0.9021281,0.07368326,74.0,-0.4288274,0.008552114,-0.0842994
-5.980732486237448,37.38768918891397,1.1065937,10.808877,21-58-31,0.11879349,-0.9924122,-0.023804188,75.0,-0.4288274,0.008552114,-0.0842994
-5.980732486237448,37.38768918891397,1.1065937,10.808877,21-58-31,0.053689957,-0.6460749,0.54117966,80.0,-0.8014552,-0.14905111,-0.5656612
-5.980732486237448,37.38768918891397,1.1065937,10.808877,21-58-31,0.16042614,-0.16434956,1.0515118,85.0,-0.8014552,-0.14905111,-0.5656612
-5.980732486237448,37.38768918891397,1.1065937,10.808877,21-58-31,0.008852005,0.23067337,0.90326643,92.0,-1.0922271,-0.40683624,-0.70249504
-5.980732486237448,37.38768918891397,1.1065937,10.808877,21-58-31,0.20255661,0.6640342,1.0015378,100.0,-1.0922271,-0.40683624,-0.70249504
-5.980732486237448,37.38768918891397,1.1065937,10.808877,21-58-31,-0.058321,0.95837796,0.5640855,107.0,-1.1227703,-0.61575216,-0.7147123
-5.980732486237448,37.38768918891397,1.1065937,10.808877,21-58-31,-0.086847305,1.0961013,0.8192377,112.0,-0.9077458,-0.6646214,-0.3921755
-5.980732486237448,37.38768918891397,1.1065937,10.808877,21-58-31,-0.27694988,1.3697876,0.11550999,116.0,-0.9077458,-0.6646214,-0.3921755
-5.980732486237448,37.38768918891397,1.1065937,10.808877,21-58-31,-0.6728821,1.1906494,-0.98516047,119.0,-0.41538838,-0.45204028,-0.018325957
-5.980735683046406,37.3877001869234,1.0680901,11.985813,21-58-32,-0.93572235,0.8730491,-1.2794628,120.0,-0.41538838,-0.45204028,-0.018325957
-5.980735683046406,37.3877001869234,1.0680901,11.985813,21-58-32,-0.27937412,0.47353005,-0.4003482,119.0,0.22724187,-0.10873401,0.14294247
-5.980735683046406,37.3877001869234,1.0680901,11.985813,21-58-32,0.09247017,0.23560034,-0.01699686,117.0,0.22724187,-0.10873401,0.14294247
-5.980735683046406,37.3877001869234,1.0680901,11.985813,21-58-32,0.2346592,0.14569786,-0.18586075,113.0,0.63529986,-0.24556783,0.16249016
-5.980735683046406,37.3877001869234,1.0680901,11.985813,21-58-32,-0.85831356,0.61948127,0.7052455,108.0,0.63529986,-0.24556783,0.16249016
-5.980735683046406,37.3877001869234,1.0680901,11.985813,21-58-32,-1.0175114,0.56090826,0.19656014,102.0,1.1863003,-0.013439035,0.38362336
-5.980735683046406,37.3877001869234,1.0680901,11.985813,21-58-32,-0.557991,0.15475477,-0.68370986,97.0,0.75991637,0.20647246,0.18570304
-5.980735683046406,37.3877001869234,1.0680901,11.985813,21-58-32,0.82887554,-0.3120523,-0.89693046,93.0,0.75991637,0.20647246,0.18570304
-5.980735683046406,37.3877001869234,1.0680901,11.985813,21-58-32,0.11493206,-0.30435616,-0.3005464,89.0,0.8197812,-0.13561209,0.03176499
-5.980735683046406,37.3877001869234,1.0680901,11.985813,21-58-32,-0.54920197,0.045566734,-1.060044,85.0,0.8197812,-0.13561209,0.03176499
-5.980738922927898,37.38770968012101,1.1676753,13.034802,21-58-33,-0.33091927,-0.011437379,-0.48083258,84.0,0.12950343,-0.2406809,0.18570304
-5.980738922927898,37.38770968012101,1.1676753,13.034802,21-58-33,-0.10234928,-0.6458138,-0.38388646,84.0,0.12950343,-0.2406809,0.18570304
-5.980738922927898,37.38770968012101,1.1676753,13.034802,21-58-33,0.23164558,-1.4778247,1.3400971,85.0,-0.38362336,0.2687807,-0.22235495
-5.980738922927898,37.38770968012101,1.1676753,13.034802,21-58-33,-0.68468285,-0.7926754,-1.3579259,88.0,-0.38362336,0.2687807,-0.22235495
-5.980738922927898,37.38770968012101,1.1676753,13.034802,21-58-33,-1.0689907,-0.6482377,-0.7888645,90.0,-0.6805039,0.3567453,-0.19547687
-5.980738922927898,37.38770968012101,1.1676753,13.034802,21-58-33,-0.3942032,-0.22560474,-0.57249856,91.0,-0.004886922,0.08307768,-0.14660765
-5.980738922927898,37.38770968012101,1.1676753,13.034802,21-58-33,-0.08187103,0.38728195,-0.20538521,91.0,-0.004886922,0.08307768,-0.14660765
-5.980738922927898,37.38770968012101,1.1676753,13.034802,21-58-33,0.06111622,0.66996115,1.1998134,91.0,-0.09162979,0.18325958,-0.080634214
-5.980738922927898,37.38770968012101,1.1676753,13.034802,21-58-33,0.3440733,0.5032986,0.44599962,90.0,-0.09162979,0.18325958,-0.080634214
-5.980738922927898,37.38770968012101,1.1676753,13.034802,21-58-33,-0.06680107,0.5899582,0.39434433,85.0,1.1630874,0.13316862,0.21746802
-5.9807317948445275,37.38772046493288,1.1492941,13.790438,21-58-34,-0.51403236,-0.8365683,1.4113376,82.0,1.1630874,0.13316862,0.21746802
-5.9807317948445275,37.38772046493288,1.1492941,13.790438,21-58-34,-0.8350353,-0.8320047,0.94947076,77.0,0.88453287,0.056199603,0.38728857
-5.9807317948445275,37.38772046493288,1.1492941,13.790438,21-58-34,-0.38332558,-0.28789306,0.7080908,74.0,0.88453287,0.056199603,0.38728857
-5.9807317948445275,37.38772046493288,1.1492941,13.790438,21-58-34,-0.29191208,-0.23900604,0.613986,73.0,0.35430184,-0.017104227,0.28221974
-5.9807317948445275,37.38772046493288,1.1492941,13.790438,21-58-34,-1.0113983,0.47321424,0.39757538,72.0,0.040317107,-0.27122417,-0.02321288
-5.9807317948445275,37.38772046493288,1.1492941,13.790438,21-58-34,0.49456787,-0.6115966,-0.2390933,71.0,0.040317107,-0.27122417,-0.02321288
-5.9807317948445275,37.38772046493288,1.1492941,13.790438,21-58-34,-0.14269066,-1.7700437,0.6065686,72.0,-0.7147123,0.5375614,-0.33964106
-5.9807317948445275,37.38772046493288,1.1492941,13.790438,21-58-34,-0.24215984,-1.1515747,-0.5266259,74.0,-0.7147123,0.5375614,-0.33964106
-5.9807317948445275,37.38772046493288,1.1492941,13.790438,21-58-34,-0.20683765,-0.7274133,0.6119573,75.0,-0.44226643,0.23579398,0.015882496
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-34,-0.08415699,0.33352563,-1.010982,74.0,-0.44226643,0.23579398,0.015882496
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-35,0.23964405,0.022981197,-0.32242632,70.0,0.64751714,0.52656585,0.25167647
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-35,-0.27750015,-0.42186424,0.06916952,66.0,0.64751714,0.52656585,0.25167647
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-35,0.15173721,-0.97855055,0.45150137,64.0,0.30787608,0.21624629,0.37873647
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-35,-0.19751549,-0.7437738,-0.21603394,63.0,0.23701571,0.16737708,0.061086524
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-35,0.50198555,-0.7972931,0.29981804,62.0,0.23701571,0.16737708,0.061086524
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-35,0.6082239,-0.24616778,0.41927433,62.0,-0.23945917,-0.3921755,-0.042760566
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-35,1.260004,0.608397,1.1858225,62.0,-0.23945917,-0.3921755,-0.042760566
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-35,0.54833317,1.2809281,-0.31963825,61.0,0.0,-0.63529986,-0.065973446
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-35,-1.5387549,0.40315425,-0.43914318,62.0,0.0,-0.63529986,-0.065973446
-5.980739331640434,37.38772868868022,0.9971024,14.904324,21-58-35,-1.2186203,0.5646321,-0.88965034,64.0,-0.39095375,-0.17959438,-0.08552113
-5.980748486406715,37.38773511706451,0.9181698,15.910832,21-58-36,-0.16960526,0.4794703,-1.0101063,68.0,-0.39095375,-0.17959438,-0.08552113
-5.980748486406715,37.38773511706451,0.9181698,15.910832,21-58-36,0.39090824,0.38843542,0.5338373,74.0,-1.0030408,0.24312437,-0.2125811
-5.980748486406715,37.38773511706451,0.9181698,15.910832,21-58-36,0.101555824,1.1392621,0.35276198,81.0,-1.4049901,-0.010995574,-0.53878313
-5.980748486406715,37.38773511706451,0.9181698,15.910832,21-58-36,-0.3242483,1.2226483,0.70321655,89.0,-1.4049901,-0.010995574,-0.53878313
-5.980748486406715,37.38773511706451,0.9181698,15.910832,21-58-36,-0.081581116,0.6835636,0.39223337,97.0,-1.4563028,-0.065973446,-0.43371433
-5.980748486406715,37.38773511706451,0.9181698,15.910832,21-58-36,-0.12507725,0.10441825,0.53392243,106.0,-1.4563028,-0.065973446,-0.43371433
-5.980748486406715,37.38773511706451,0.9181698,15.910832,21-58-36,0.06947231,-0.14828432,0.3093114,115.0,-1.5430456,0.14172074,-0.49846604
-5.980748486406715,37.38773511706451,0.9181698,15.910832,21-58-36,0.31997967,-0.48862344,-0.41018486,121.0,-1.5430456,0.14172074,-0.49846604
-5.980748486406715,37.38773511706451,0.9181698,15.910832,21-58-36,-0.02395916,-0.19994903,-0.0867753,126.0,-0.5009095,-0.061086524,-0.089186326
-5.980748486406715,37.38773511706451,0.9181698,15.910832,21-58-36,0.47227764,-0.47037488,-0.43059015,127.0,-0.32742378,-0.8881981,-0.21135938
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-37,-0.19020367,-0.6838683,-0.05871582,130.0,-0.32742378,-0.8881981,-0.21135938
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-37,-0.14450645,-0.5613378,0.035484552,133.0,-0.037873644,0.004886922,-0.1160644
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-37,-0.2844572,0.5301802,-0.79257786,134.0,-0.037873644,0.004886922,-0.1160644
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-37,-0.13052368,0.18183388,0.13588417,136.0,-0.12095132,-0.15149458,-0.06841691
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-37,0.32334995,-0.15608965,0.108522415,137.0,-0.12095132,-0.15149458,-0.06841691
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-37,-0.059001923,-0.35354596,0.07643938,137.0,-0.062308256,0.21868975,0.073303826
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-37,-0.055511475,0.05575463,-0.31089747,138.0,-0.062308256,0.21868975,0.073303826
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-37,0.4470501,-0.1016811,0.07258344,139.0,-0.028099801,-0.35796702,-0.3213151
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-37,-0.20849323,-0.13319853,-0.07972789,139.0,0.11484267,0.02321288,-0.08307768
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-37,-0.7470808,-0.24883915,-0.11874783,140.0,0.11484267,0.02321288,-0.08307768
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-38,0.100385666,-0.12479879,0.16169834,140.0,0.11484267,0.02321288,-0.08307768
-5.980748486406715,37.38773511706451,0.0,15.910832,21-58-38,0.100385666,-0.12479879,0.16169834,140.0,0.11484267,0.02321288,-0.08307768
